thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,2026-04-08_14.54.16,0.0415492499996617,0.05478349999975762,0.05478349999975762,,,,,,,,
