Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,2026-04-17_15.48.18,0.07515774999774294,0.10580299999855924,0.10580299999855924,0.6259132919949479,1,[0.5197271249999176],[0.5197309169961954],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
"Welcome to the reward and subjective well-being task!

In this experiment, you will have the opportunity to earn money by playing a gambling task. You will also be asked to rate your happiness at various points as you progress through the task.",0,0,0,return,0.3830822919990169,0.10447033299715258,0,0,0,0,0.6508219589959481,,,,,,,,,,0.6407136249981704,0.6508219589959481,0.6508219589959481,0.6508219589959481,1.1423090419993969,return,0.3830822919990169,0.10447033299715258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
"In the next few steps, we will guide you through the task and how it works, you will then do a minimum of 10 practice trials, and finally you will start the task.",1,1,0,return,0.14752979100012453,0.06050987500202609,0,1,1,1,1.1551535420003347,,,,,,,,,,1.145749083996634,1.1551535420003347,1.1551535420003347,1.1551535420003347,1.3666592089939513,return,0.14752979100012453,0.06050987500202609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
"On each trial, you will have the opportunity to earn money. You will be presented with two options, both options will be gambles. Each gamble probability will be indicated by the proportion of the pie that is colored green, each gamble reward size will be indicated by the size of the pie. The probabilities will also be displayed as text. Each gamble has two possible outcomes: either you win and gain the indicated reward, either you lose and earn $0. ",2,2,0,return,0.08456858299905434,0.20888862499850802,0,2,2,2,1.382698208995862,,,,,,,,,,1.3749703749999753,1.382698208995862,1.382698208995862,1.382698208995862,1.683341042000393,return,0.08456858299905434,0.20888862499850802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
"The gamble outcome rewards are BIG or MEDIUM, although a proportion of the gambles will have a SMALL reward with a certain (100%) probability.
You will begin the task with $5. The outcome of the choices you make from then on will count for ADDITIONAL money.
Please select your gamble choice by pressing the LEFT or RIGHT arrow keys. Once you’ve made your choice the outcome will be applied to your total. 
On the next screen, you will do a few introductory trials.",3,3,0,return,0.33443870899645844,0.15263187500386266,0,3,3,3,1.7015639999954146,,,,,,,,,,1.693729374994291,1.7015639999954146,1.7015639999954146,1.7015639999954146,2.1915462499964633,return,0.33443870899645844,0.15263187500386266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.195334541996999,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.207277958994382,2.960920208999596,left,0.7453981669968925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9617389169943635,2.9882300839963136,2.9882300839963136,2.9882300839963136,3.95004029199481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.950501125000301,3.960074958995392,3.960074958995392,3.960074958995392,3.960074958995392,3.960074958995392,5.025258124995162,space,1.0631150420013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025279834000685,5.050082833993656,6.015836209000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01873708399944,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,6.031956958999217,7.741800541996781,right,1.705487166000239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.743143624997174,7.754577708998113,7.754577708998113,7.754577708998113,7.754577708998113,7.754577708998113,7.754577708998113,7.754577708998113,8.732547749998048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.733080166995933,8.741606166993733,8.741606166993733,8.741606166993733,10.723949833998631,10.723949833998631,11.84161916699668,space,1.1106232910024119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84164329199848,11.852099333998922,11.852099333998922,11.852099333998922,12.740699083995423,return,0.8813623750029365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7410627499994,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.766333958999894,12.99288499999966,return,0.2214719170005992,None,,,,,,,,,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.992906791994756,13.003065999997489,13.003065999997489,13.003065999997489,13.703761041993857,return,0.6902637909952318,None,,,,,,,,,,,2026-04-17_15h48.15.312,Mood4,2024.2.4,2026-04-17 15h48.19.203178 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70543370899395,13.764756666998437,13.764756666998437,13.764756666998437,13.764756666998437,13.764756666998437,13.764756666998437,,,,,,,,
