thisRow.t,notes,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,expStart,
,,2026-04-08_14.28.40,0.13743016599983093,0.15302191599766957,0.15302191599766957,2.163349708000169,1,[2.0098539999999048],[2.0098579580007936],,,,2026-04-08_14h28.35.685,Mood4,2024.2.4,2026-04-08 14h28.41.177100 -0400,
