thisRow.t,notes,piloting,dateTime,catch_trials_indices,consent.started,text_9.started,button_yes.started,button_no.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,True,2026-05-18_19.28.06,"[2, 4]",0.052909749996615574,0.06745779199991375,0.06745779199991375,0.06745779199991375,,,,,,,,,
