thisRow.t,notes,piloting,dateTime,catch_trials_indices,consent.started,text_9.started,button_yes.started,button_no.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,True,2026-05-18_19.27.20,"[2, 4]",0.041850750014418736,0.05812041700119153,0.05812041700119153,0.05812041700119153,,,,,,,,,
