consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,thisRow.t,notes,piloting,dateTime,catch_trials_indices,consent.started,text_9.started,button_yes.started,button_no.started,consent.stopped,button_yes.numClicks,button_yes.timesOn,button_yes.timesOff,button_no.numClicks,button_no.timesOn,button_no.timesOff,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,False,2026-05-18_16.24.07,"[8, 66]",0.03755020897369832,0.05982620897702873,0.05982620897702873,0.05982620897702873,7.238669333979487,0,,,1,[7.178580875013722],[7.1785830830049235],,,,2026-05-18_16h24.07.551,Mood4,,2026.1.3,2026-05-18 16h24.08.459503 -0400,
