thisRow.t,notes,piloting,dateTime,catch_trials_indices,consent.started,text_9.started,button_yes.started,button_no.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,False,2026-05-18_19.23.57,"[2, 4]",0.0371140839997679,0.07034041700535454,0.07034041700535454,0.07034041700535454,,,,,,,,,
