Intro_text,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,p_choice.keys,p_choice.rt,p_choice.duration,p_next_trial_input.keys,p_next_trial_input.rt,p_next_trial_input.duration,happiness_rating_prac.response,happiness_rating_prac.rt,key_resp_5.keys,key_resp_9.keys,key_resp_5.rt,key_resp_5.duration,key_resp_9.rt,key_resp_9.duration,Intros.thisRepN,Intros.thisTrialN,Intros.thisN,Intros.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,user_choice.keys,user_choice.rt,user_choice.duration,thisRow.t,notes,piloting,dateTime,consent.started,text_9.started,button.started,consent.stopped,button.numClicks,button.timesOn,button.timesOff,instructions1.started,Intro_text_show.started,Continue_txt.started,key_resp.started,instructions1.stopped,Intros.key_resp.keys,Intros.key_resp.rt,Intros.key_resp.duration,instructions_t1_target_on_choice.started,fixation_inst_5a.started,intro_sure.started,intro_sure_txt.started,intro_gambletop.started,intro_gambletop_txt.started,intro_gambletop_p.started,intro_gamblelow.started,intro_gamblelow_txt.started,intro_gamblelow_p.started,text_inst_5a.started,choice_inst_5a.started,instructions_t1_target_on_choice.stopped,choice_inst_5a.keys,choice_inst_5a.rt,choice_inst_5a.duration,instructions_t1_chosen_gamble.started,fixation_inst_5a_2.started,intro_sure_2.started,intro_sure_txt_2.started,instructions_t1_chosen_gamble.stopped,instructions_t1_outcome.started,total_prompt_inst_5a.started,p_outcome_square_2.started,intro_outcome_text_5.started,intro_outcome_text.started,intro_next_trial_txt_2.started,intro_next_trial_input_2.started,instructions_t1_outcome.stopped,intro_next_trial_input_2.keys,intro_next_trial_input_2.rt,intro_next_trial_input_2.duration,intro_iti.started,text_4.started,intro_iti.stopped,instructions_t2_target_on_choice.started,fixation_inst_5b.started,intro_sure_3.started,intro_gambletop_2.started,intro_gamblelow_2.started,intro_sure_txt_3.started,intro_gambletop_txt_2.started,intro_gambletop_p_2.started,intro_gamblelow_txt_2.started,intro_gamblelow_p_2.started,text_inst_5b.started,choice_inst_5b.started,instructions_t2_target_on_choice.stopped,choice_inst_5b.keys,choice_inst_5b.rt,choice_inst_5b.duration,instructions_t2_chosen_gamble.started,fixation_inst_5a_3.started,intro_gambletop_3.started,intro_gamblelow_3.started,intro_gambletop_txt_3.started,intro_gambletop_p_3.started,intro_gamblelow_txt_3.started,intro_gamblelow_p_3.started,instructions_t2_chosen_gamble.stopped,instructions_t2_outcome.started,total_prompt_inst_5a_2.started,p_outcome_square_3.started,intro_outcome_text_3.started,intro_outcome_text_2.started,intro_next_trial_txt.started,intro_next_trial_input.started,instructions_t2_outcome.stopped,intro_next_trial_input.keys,intro_next_trial_input.rt,intro_next_trial_input.duration,instructions6.started,instructions_text.started,Continue_txt_2.started,key_resp_inst_5.started,instructions6.stopped,key_resp_inst_5.keys,key_resp_inst_5.rt,key_resp_inst_5.duration,instructions7.started,total_prompt_inst_5a_3.started,fixation_inst_5a_6.started,prog_5.started,p_outcome_square_4.started,intro_outcome_text_4.started,instrutions_text.started,key_resp_inst_6.started,arrow1.started,arrow2.started,instructions7.stopped,key_resp_inst_6.keys,key_resp_inst_6.rt,key_resp_inst_6.duration,instructions8.started,instructions_text_3.started,Continue_txt_3.started,key_resp_inst_7.started,instructions8.stopped,key_resp_inst_7.keys,key_resp_inst_7.rt,key_resp_inst_7.duration,happy_overall.started,question_3.started,happiness_rating_overall.started,low_end_text_3.started,high_end_text_3.started,key_resp_7.started,exit_text_4.started,happy_overall.stopped,happiness_rating_overall.response,happiness_rating_overall.rt,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions10.started,instructions_text_6.started,Continue_txt_4.started,key_resp_inst_8.started,instructions10.stopped,key_resp_inst_8.keys,key_resp_inst_8.rt,key_resp_inst_8.duration,happy_base.started,question_5.started,happiness_rating_baseline.started,low_end_text_5.started,high_end_text_5.started,exit_text_3.started,key_resp_8.started,happy_base.stopped,happiness_rating_baseline.response,happiness_rating_baseline.rt,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions10_2.started,instructions_text_2.started,Continue_txt_6.started,key_resp_inst_11.started,instructions10_2.stopped,key_resp_inst_11.keys,key_resp_inst_11.rt,key_resp_inst_11.duration,instructions11.started,instructions_text_7.started,Continue_txt_5.started,key_resp_inst_9.started,instructions11.stopped,key_resp_inst_9.keys,key_resp_inst_9.rt,key_resp_inst_9.duration,first_delay.started,text_3.started,first_delay.stopped,options,gamble_result,p_options_show.started,p_fixation_cross_4.started,p_box1.started,p_box2.started,p_box3.started,p_box4.started,p_box1_mag.started,p_box1_P.started,p_box2_mag.started,p_box2_P.started,p_box3_mag.started,p_box3_P.started,p_box4_mag.started,p_box4_P.started,p_choice.started,practice_txt_2.started,p_options_show.stopped,practice_trials.p_choice.keys,practice_trials.p_choice.rt,practice_trials.p_choice.duration,choice_prac,p_chosen_option.started,fixation_5.started,p_box1_2.started,p_box2_2.started,p_box3_2.started,p_box4_2.started,p_box1_mag_2.started,p_box1_P_2.started,p_box2_mag_2.started,p_box2_P_2.started,p_box3_mag_2.started,p_box3_P_2.started,p_box4_mag_2.started,p_box4_P_2.started,practice_txt_3.started,p_chosen_option.stopped,current_money_prac,outcome_prac,added_prac,p_reward_outcome.started,p_money_prompt.started,practice_txt.started,p_outcome_square.started,p_outcome_text.started,p_reward_txt.started,p_prog_bar.started,p_next_trial_txt.started,p_next_trial_input.started,p_reward_outcome.stopped,practice_trials.p_next_trial_input.keys,practice_trials.p_next_trial_input.rt,practice_trials.p_next_trial_input.duration,iti.started,text.started,iti.stopped,p_happiness_trial.started,p_happiness_trial.stopped,practice_trials.happiness_rating_prac.response,practice_trials.happiness_rating_prac.rt,practice_trials.key_resp_5.keys,p_h_iti.started,p_h_iti.stopped,repeat_practice.started,repeat_practice.stopped,practice_trials.key_resp_9.keys,repeat_iti.started,repeat_iti.stopped,question_4.started,happiness_rating_prac.started,low_end_text_4.started,high_end_text_4.started,exit_text_2.started,key_resp_5.started,practice_trials.key_resp_5.rt,practice_trials.key_resp_5.duration,text_2.started,repeat_practice_txt.started,key_resp_9.started,practice_trials.key_resp_9.rt,practice_trials.key_resp_9.duration,instructions12.started,instructions_text_8.started,key_resp_inst_10.started,instructions12.stopped,key_resp_inst_10.keys,key_resp_inst_10.rt,key_resp_inst_10.duration,options_show.started,fixation_cross_2.started,box1.started,box2.started,box3.started,box4.started,box1_mag.started,box1_P.started,box2_mag.started,box2_P.started,box3_mag.started,box3_P.started,box4_mag.started,box4_P.started,user_choice.started,p_Late_input_2.started,options_show.stopped,trials.user_choice.keys,trials.user_choice.rt,trials.user_choice.duration,choice,chosen_option.started,fixation_7.started,box1_2.started,box2_2.started,box3_2.started,box4_2.started,box1_mag_2.started,box1_P_2.started,box2_mag_2.started,box2_P_2.started,box3_mag_2.started,box3_P_2.started,box4_mag_2.started,box4_P_2.started,chosen_option.stopped,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.500854582991451,8.515044458006741,8.515044458006741,8.515044458006741,8.515044458006741,8.515044458006741,8.515044458006741,8.515044458006741,9.499179542006459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.499397666979348,9.514859999995679,9.514859999995679,9.514859999995679,9.514859999995679,10.514947916992242,10.514947916992242,10.699787499994272,space,0.175698957988061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69981975000701,10.715233082999475,10.715233082999475,10.715233082999475,11.299530207994394,return,0.5734064580174163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.299788417003583,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.31495558298775,11.483092499984195,return,0.1553331250033807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48311649999232,11.498474916996202,11.498474916996202,11.498474916996202,12.149663082993357,return,0.6464988749939948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.150108041998465,12.181726082984824,12.181726082984824,12.181726082984824,12.181726082984824,12.181726082984824,12.181726082984824,15.149834082985763,14.0,2.1493717919802293,return,2.962912666989723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.149861082987627,15.165042042004643,15.165042042004643,15.165042042004643,15.816223250003532,return,0.6396487499878276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.816587582987268,15.831631292006932,18.348256958008278,18.348256958008278,18.348256958008278,18.348256958008278,18.348256958008278,19.366734374983935,14.0,2.7496585000189953,return,1.011555708013475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.366766082996037,19.381677708006464,19.381677708006464,19.381677708006464,20.54997933298,return,1.1637462920043617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.550012708001304,20.565030833007768,20.565030833007768,20.565030833007768,21.016237582982285,return,0.4453031249868218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.016262916993583,21.03173620798043,23.01595129200723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,0,0,0,,,,left,0.8735794170061126,None,space,0.4043487920134794,None,None,None,None,None,,,,,,,,,0,0,0,0,,,,,,,,23.03154487500433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.1  0.1  0.9 ],[0.55],23.021261457994115,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.03154487500433,23.91621062500053,left,0.8735794170061126,None,0,23.920900750003057,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,23.931637750007212,24.915690624999115,5,-1,0.05,24.921845500008203,24.931651041988516,24.931651041988516,24.931651041988516,24.931651041988516,24.931651041988516,24.931651041988516,25.915046042005997,25.915046042005997,26.333035957999527,space,0.4043487920134794,None,26.33308008298627,26.34840154199628,27.332420541992178,27.33280316699529,27.332935666985577,None,None,None,27.332964582979912,27.332974374992773,27.33298300000024,27.332991667004535,None,27.333001833001617,27.333016749995295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,1,0,1,,,,right,0.9214163330034353,None,space,0.027332334022503346,None,11.0,2.8663950829941314,return,None,1.1024533749732655,None,,,,,,,1,0,1,0,,,,,,,,27.3484383749892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.8  0.05 0.2  0.03 1.  ],[0.6],27.336988708004355,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,27.3484383749892,28.282935291994363,right,0.9214163330034353,None,1,28.286075249983696,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,28.29836487499415,29.282550042000366,5.05,-1,0.03,29.28507383298711,29.29846754198661,29.29846754198661,29.29846754198661,29.29846754198661,29.29846754198661,29.29846754198661,30.28179891698528,30.28179891698528,30.316236666985787,space,0.027332334022503346,None,30.31626866699662,30.33165474998532,31.299392916989746,31.299774249986513,34.93313637498068,11.0,2.8663950829941314,return,34.93317954198574,35.932549457997084,35.93256874999497,35.93258175000665,None,35.93259916699026,35.932609416980995,31.31496416698792,33.81495683299727,33.81495683299727,33.81495683299727,33.81495683299727,33.81495683299727,1.1024533749732655,None,34.94844783298322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,2,0,2,,,,left,0.8090100419940427,None,space,0.12388266698690131,None,None,None,None,None,,,,,,,,,2,0,2,0,,,,,,,,35.948473041993566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.9  0.1  0.1  0.03 1.  ],[0.71],35.934771416999865,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,35.948473041993566,36.766340874979505,left,0.8090100419940427,None,0,36.76835429199855,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,36.78171124999062,37.765973166999174,5.08,0,0,37.76844354197965,37.78193112500594,37.78193112500594,37.78193112500594,37.78193112500594,37.78193112500594,37.78193112500594,38.76498395798262,38.76498395798262,38.89952999999514,space,0.12388266698690131,None,38.89956195798004,38.915176832990255,39.8993292079831,39.89970574999461,39.89984033300425,None,None,None,39.89986987499287,39.89987925000605,39.89988799998537,39.89989712499664,None,39.89990854199277,39.89991750000627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,3,0,3,,,,right,0.3556997920095455,None,space,None,None,None,None,None,None,,,,,,,,,3,0,3,0,,,,,,,,39.91483070800314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.3  0.07 0.7  0.05 1.  ],[0.43],39.903350749984384,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,39.91483070800314,40.28259583300678,right,0.3556997920095455,None,1,40.28534629198839,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,40.29837899998529,41.26595733300201,5.08,-1,0.05,41.26880829199217,41.28177499998128,41.28177499998128,41.28177499998128,41.28177499998128,41.28177499998128,41.28177499998128,42.265147957979934,42.265147957979934,42.34962812499725,space,None,None,42.349661124986596,42.365178624982946,43.34921666700393,43.34958812498371,43.349719207995804,None,None,None,43.34974570799386,43.349754541995935,43.349762208003085,43.34977104200516,None,43.34978204200161,43.34979049998219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,4,0,4,,,,right,0.4904784579994157,None,space,0.3439965420111548,None,8.0,2.8498530840151943,return,None,1.1406025839969516,None,,,,,,,4,0,4,0,,,,,,,,43.3652432920062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.   0.4  0.06 0.6  0.03 1.  ],[0.94],43.353508792002685,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.3652432920062,43.866660583007615,right,0.4904784579994157,None,1,43.86912487499649,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,43.881637832993874,44.865998875000514,5.13,-1,0.03,44.86847658298211,44.881661833002,44.881661833002,44.881661833002,44.881661833002,44.881661833002,44.881661833002,45.88173037499655,45.88173037499655,46.23313862498617,space,0.3439965420111548,None,46.23317212497932,46.2484602080076,47.232545332983136,47.232906833000015,50.89989304199116,8.0,2.8498530840151943,return,50.899934499990195,51.89933404198382,51.89935304198298,51.899365874996874,None,51.89938412499032,51.89939491698169,47.247992207994685,49.74826791699161,49.74826791699161,49.74826791699161,49.74826791699161,49.74826791699161,1.1406025839969516,None,50.91514324999298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
,5,0,5,,,,left,0.7595403339946643,None,space,0.27508833300089464,None,None,None,None,None,,,,,,,,,5,0,5,0,,,,,,,,51.915029499999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.05 1.   0.   0.5  0.07 0.5 ],[0.72],51.90304962499067,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,51.915029499999946,52.68290733298636,left,0.7595403339946643,None,0,52.68622466700617,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,52.69834966698545,53.68268512500799,5.16,-1,0.05,53.6851076669991,53.69830691698007,53.69830691698007,53.69830691698007,53.69830691698007,53.69830691698007,53.69830691698007,54.681595999980345,54.681595999980345,54.966185458004475,space,0.27508833300089464,None,54.96621779198176,54.981648666987894,55.96588820798206,55.966260916989995,55.96639529199456,None,None,None,55.96642112499103,55.96643033300643,55.966437750001205,55.96644637497957,None,55.96645741700195,55.966466124984436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24_13h07.22.784,Mood4,,2026.1.3,2026-04-24 13h07.23.687622 -0400,
