thisRow.t,notes,piloting,dateTime,catch_trials_indices,consent.started,text_9.started,button_yes.started,button_no.started,PROLIFIC_PID,STUDY_ID,SESSION_ID,date,expName,expVersion,psychopyVersion,expStart,
,,True,2026-05-18_19.25.12,"[2, 4]",0.0491927080147434,0.06272758299019188,0.06272758299019188,0.06272758299019188,,,,,,,,,
